x1,y1,z1,x2,y2,z2
1588970.44112,6803846.08854,-4.4408920985e-16,1588971.26112,6803852.13854,0.0
1588971.26112,6803852.13854,0.0,1588972.11112,6803858.45854,0.0
1588972.11112,6803858.45854,0.0,1588978.53112,6803857.58854,0.0
1588978.53112,6803857.58854,0.0,1588977.68112,6803851.22854,0.0
1588977.68112,6803851.22854,0.0,1588976.87112,6803845.22854,0.0
1588976.87112,6803845.22854,0.0,1588970.44112,6803846.08854,-4.4408920985e-16
1588989.25112,6803856.07854,0.0,1588995.74112,6803855.21854,4.4408920985e-16
1588995.74112,6803855.21854,4.4408920985e-16,1588994.92112,6803848.98854,0.0
1588994.92112,6803848.98854,0.0,1588994.13112,6803842.96854,0.0
1588994.13112,6803842.96854,0.0,1588987.63112,6803843.81854,0.0
1588987.63112,6803843.81854,0.0,1588988.43112,6803849.84854,0.0
1588988.43112,6803849.84854,0.0,1588989.25112,6803856.07854,0.0
1589012.87112,6803852.93854,-4.4408920985e-16,1589012.05112,6803846.61854,0.0
1589012.05112,6803846.61854,0.0,1589011.24112,6803840.44854,-4.4408920985e-16
1589011.24112,6803840.44854,-4.4408920985e-16,1589004.72112,6803841.29854,0.0
1589004.72112,6803841.29854,0.0,1589005.54112,6803847.57854,0.0
1589005.54112,6803847.57854,0.0,1589006.34112,6803853.78854,4.4408920985e-16
1589006.34112,6803853.78854,4.4408920985e-16,1589012.87112,6803852.93854,-4.4408920985e-16
1589023.50112,6803851.44854,-4.4408920985e-16,1589030.04112,6803850.59854,0.0
1589030.04112,6803850.59854,0.0,1589029.24112,6803844.52854,0.0
1589029.24112,6803844.52854,0.0,1589028.41112,6803838.18854,4.4408920985e-16
1589028.41112,6803838.18854,4.4408920985e-16,1589021.83112,6803839.04854,0.0
1589021.83112,6803839.04854,0.0,1589022.64112,6803845.23854,0.0
1589022.64112,6803845.23854,0.0,1589022.75112,6803846.09854,0.0
1589022.75112,6803846.09854,0.0,1589023.50112,6803851.44854,-4.4408920985e-16
1588913.39748,6803852.18309,4.4408920985e-16,1588914.46112,6803859.93354,4.4408920985e-16
1588914.46112,6803859.93354,4.4408920985e-16,1588919.76112,6803859.17854,0.0
1588919.76112,6803859.17854,0.0,1588918.92112,6803853.18854,-4.4408920985e-16
1588918.92112,6803853.18854,-4.4408920985e-16,1588925.47112,6803852.27854,4.4408920985e-16
1588925.47112,6803852.27854,4.4408920985e-16,1588926.32112,6803858.36854,0.0
1588926.32112,6803858.36854,0.0,1588931.67112,6803857.64354,-4.4408920985e-16
1588931.67112,6803857.64354,-4.4408920985e-16,1588930.59780,6803849.82259,0.0
1588930.59780,6803849.82259,0.0,1588913.39748,6803852.18309,4.4408920985e-16
1589029.24112,6803844.52854,4.4408920985e-16,1589034.08112,6803843.80854,4.4408920985e-16
1589034.08112,6803843.80854,4.4408920985e-16,1589032.90112,6803835.78854,0.0
1589032.90112,6803835.78854,0.0,1589016.26823,6803838.06992,-4.4408920985e-16
1589016.26823,6803838.06992,-4.4408920985e-16,1589017.34612,6803845.92854,0.0
1589017.34612,6803845.92854,0.0,1589022.64112,6803845.23854,0.0
1589022.64112,6803845.23854,0.0,1589021.83112,6803839.04854,0.0
1589021.83112,6803839.04854,0.0,1589028.41112,6803838.18854,0.0
1589028.41112,6803838.18854,0.0,1589029.24112,6803844.52854,4.4408920985e-16
1588999.18615,6803840.41290,0.0,1589000.23112,6803848.28354,4.4408920985e-16
1589000.23112,6803848.28354,4.4408920985e-16,1589005.54112,6803847.57854,0.0
1589005.54112,6803847.57854,0.0,1589004.72112,6803841.29854,-4.4408920985e-16
1589004.72112,6803841.29854,-4.4408920985e-16,1589011.24112,6803840.44854,0.0
1589011.24112,6803840.44854,0.0,1589012.05112,6803846.61854,0.0
1589012.05112,6803846.61854,0.0,1589017.34612,6803845.92854,0.0
1589017.34612,6803845.92854,0.0,1589016.26823,6803838.06992,4.4408920985e-16
1589016.26823,6803838.06992,4.4408920985e-16,1588999.18615,6803840.41290,0.0
1588981.99078,6803842.77143,0.0,1588983.05612,6803850.53854,0.0
1588983.05612,6803850.53854,0.0,1588988.43112,6803849.84854,0.0
1588988.43112,6803849.84854,0.0,1588987.63112,6803843.81854,0.0
1588987.63112,6803843.81854,0.0,1588994.13112,6803842.96854,4.4408920985e-16
1588994.13112,6803842.96854,4.4408920985e-16,1588994.92112,6803848.98854,-4.4408920985e-16
1588994.92112,6803848.98854,-4.4408920985e-16,1589000.23112,6803848.28354,0.0
1589000.23112,6803848.28354,0.0,1588999.18615,6803840.41290,-4.4408920985e-16
1588999.18615,6803840.41290,-4.4408920985e-16,1588981.99078,6803842.77143,0.0
1588964.85494,6803845.12179,0.0,1588965.91612,6803852.85854,0.0
1588965.91612,6803852.85854,0.0,1588971.26112,6803852.13854,-4.4408920985e-16
1588971.26112,6803852.13854,-4.4408920985e-16,1588970.44112,6803846.08854,0.0
1588970.44112,6803846.08854,0.0,1588976.87112,6803845.22854,0.0
1588976.87112,6803845.22854,0.0,1588977.68112,6803851.22854,0.0
1588977.68112,6803851.22854,0.0,1588983.05612,6803850.53854,4.4408920985e-16
1588983.05612,6803850.53854,4.4408920985e-16,1588981.99078,6803842.77143,0.0
1588981.99078,6803842.77143,0.0,1588964.85494,6803845.12179,0.0
1588947.71066,6803847.47409,0.0,1588948.76112,6803855.12854,-4.4408920985e-16
1588948.76112,6803855.12854,-4.4408920985e-16,1588954.14112,6803854.43854,-4.4408920985e-16
1588954.14112,6803854.43854,-4.4408920985e-16,1588953.35112,6803848.44854,4.4408920985e-16
1588953.35112,6803848.44854,4.4408920985e-16,1588959.79112,6803847.60854,0.0
1588959.79112,6803847.60854,0.0,1588960.57112,6803853.57854,-4.4408920985e-16
1588960.57112,6803853.57854,-4.4408920985e-16,1588965.91612,6803852.85854,-4.4408920985e-16
1588965.91612,6803852.85854,-4.4408920985e-16,1588964.85494,6803845.12179,0.0
1588964.85494,6803845.12179,0.0,1588947.71066,6803847.47409,0.0
1588930.59780,6803849.82259,0.0,1588931.67112,6803857.64354,-4.4408920985e-16
1588931.67112,6803857.64354,-4.4408920985e-16,1588937.02112,6803856.91854,8.881784197e-16
1588937.02112,6803856.91854,8.881784197e-16,1588936.20112,6803850.86854,-4.4408920985e-16
1588936.20112,6803850.86854,-4.4408920985e-16,1588942.60112,6803850.00854,0.0
1588942.60112,6803850.00854,0.0,1588943.38112,6803855.81854,0.0
1588943.38112,6803855.81854,0.0,1588948.76112,6803855.12854,0.0
1588948.76112,6803855.12854,0.0,1588947.71066,6803847.47409,0.0
1588947.71066,6803847.47409,0.0,1588930.59780,6803849.82259,0.0
1588896.67112,6803854.47854,4.4408920985e-16,1588897.75112,6803862.55854,0.0
1588897.75112,6803862.55854,0.0,1588902.68112,6803861.82854,0.0
1588902.68112,6803861.82854,0.0,1588901.88112,6803855.51854,0.0
1588901.88112,6803855.51854,0.0,1588908.39112,6803854.68854,0.0
1588908.39112,6803854.68854,0.0,1588909.16112,6803860.68854,0.0
1588909.16112,6803860.68854,0.0,1588914.46112,6803859.93354,-4.4408920985e-16
1588914.46112,6803859.93354,-4.4408920985e-16,1588913.39748,6803852.18309,0.0
1588913.39748,6803852.18309,0.0,1588896.67112,6803854.47854,4.4408920985e-16
1589030.04112,6803850.59854,4.4408920985e-16,1589023.50112,6803851.44854,4.4408920985e-16
1589023.50112,6803851.44854,4.4408920985e-16,1589023.59112,6803852.05854,0.0
1589023.59112,6803852.05854,0.0,1589018.27612,6803852.79354,-4.4408920985e-16
1589018.27612,6803852.79354,-4.4408920985e-16,1589019.33076,6803860.51434,0.0
1589019.33076,6803860.51434,0.0,1589036.21112,6803858.20854,0.0
1589036.21112,6803858.20854,0.0,1589035.03112,6803850.19854,0.0
1589035.03112,6803850.19854,0.0,1589030.11112,6803850.99854,0.0
1589030.11112,6803850.99854,0.0,1589030.04112,6803850.59854,4.4408920985e-16
1589012.87112,6803852.93854,4.4408920985e-16,1589006.34112,6803853.78854,4.4408920985e-16
1589006.34112,6803853.78854,4.4408920985e-16,1589006.44112,6803854.44854,-4.4408920985e-16
1589006.44112,6803854.44854,-4.4408920985e-16,1589001.13612,6803855.18354,0.0
1589001.13612,6803855.18354,0.0,1589002.18422,6803862.85650,-4.4408920985e-16
1589002.18422,6803862.85650,-4.4408920985e-16,1589019.33076,6803860.51434,4.4408920985e-16
1589019.33076,6803860.51434,4.4408920985e-16,1589018.27612,6803852.79354,0.0
1589018.27612,6803852.79354,0.0,1589012.96112,6803853.52854,0.0
1589012.96112,6803853.52854,0.0,1589012.87112,6803852.93854,4.4408920985e-16
1588995.74112,6803855.21854,4.4408920985e-16,1588989.25112,6803856.07854,4.4408920985e-16
1588989.25112,6803856.07854,4.4408920985e-16,1588989.36112,6803856.83854,0.0
1588989.36112,6803856.83854,0.0,1588983.98612,6803857.53354,4.4408920985e-16
1588983.98612,6803857.53354,4.4408920985e-16,1588985.03323,6803865.19927,0.0
1588985.03323,6803865.19927,0.0,1589002.18422,6803862.85650,0.0
1589002.18422,6803862.85650,0.0,1589001.13612,6803855.18354,0.0
1589001.13612,6803855.18354,0.0,1588995.83112,6803855.91854,4.4408920985e-16
1588995.83112,6803855.91854,4.4408920985e-16,1588995.74112,6803855.21854,4.4408920985e-16
1588967.03112,6803859.78854,0.0,1588968.08641,6803867.51415,4.4408920985e-16
1588968.08641,6803867.51415,4.4408920985e-16,1588985.03323,6803865.19927,0.0
1588985.03323,6803865.19927,0.0,1588983.98612,6803857.53354,0.0
1588983.98612,6803857.53354,0.0,1588978.61112,6803858.22854,0.0
1588978.61112,6803858.22854,0.0,1588978.53112,6803857.58854,4.4408920985e-16
1588978.53112,6803857.58854,4.4408920985e-16,1588972.11112,6803858.45854,4.4408920985e-16
1588972.11112,6803858.45854,4.4408920985e-16,1588972.21112,6803859.10854,0.0
1588972.21112,6803859.10854,0.0,1588967.03112,6803859.78854,0.0
1588949.72612,6803862.15854,0.0,1588950.78005,6803869.87768,-8.881784197e-16
1588950.78005,6803869.87768,-8.881784197e-16,1588968.08641,6803867.51415,4.4408920985e-16
1588968.08641,6803867.51415,4.4408920985e-16,1588967.03112,6803859.78854,0.0
1588967.03112,6803859.78854,0.0,1588961.85112,6803860.46854,0.0
1588961.85112,6803860.46854,0.0,1588961.71112,6803859.52854,4.4408920985e-16
1588961.71112,6803859.52854,4.4408920985e-16,1588961.36112,6803859.57854,4.4408920985e-16
1588961.36112,6803859.57854,4.4408920985e-16,1588961.39112,6803859.81854,0.0
1588961.39112,6803859.81854,0.0,1588954.95112,6803860.65854,0.0
1588954.95112,6803860.65854,0.0,1588954.91112,6803860.37854,4.4408920985e-16
1588954.91112,6803860.37854,4.4408920985e-16,1588954.57112,6803860.41854,4.4408920985e-16
1588954.57112,6803860.41854,4.4408920985e-16,1588954.75112,6803861.49854,-4.4408920985e-16
1588954.75112,6803861.49854,-4.4408920985e-16,1588949.72612,6803862.15854,0.0
1588937.79112,6803862.64854,4.4408920985e-16,1588937.40112,6803862.70854,4.4408920985e-16
1588937.40112,6803862.70854,4.4408920985e-16,1588937.59112,6803863.79854,0.0
1588937.59112,6803863.79854,0.0,1588932.60612,6803864.43854,-4.4408920985e-16
1588932.60612,6803864.43854,-4.4408920985e-16,1588933.66775,6803872.21410,4.4408920985e-16
1588933.66775,6803872.21410,4.4408920985e-16,1588950.78005,6803869.87768,4.4408920985e-16
1588950.78005,6803869.87768,4.4408920985e-16,1588949.72612,6803862.15854,4.4408920985e-16
1588949.72612,6803862.15854,4.4408920985e-16,1588944.70112,6803862.81854,0.0
1588944.70112,6803862.81854,0.0,1588944.54112,6803861.72854,4.4408920985e-16
1588944.54112,6803861.72854,4.4408920985e-16,1588944.19112,6803861.76854,4.4408920985e-16
1588944.19112,6803861.76854,4.4408920985e-16,1588944.24112,6803862.14854,4.4408920985e-16
1588944.24112,6803862.14854,4.4408920985e-16,1588937.84112,6803863.01854,4.4408920985e-16
1588937.84112,6803863.01854,4.4408920985e-16,1588937.79112,6803862.64854,4.4408920985e-16
1588915.39112,6803866.79854,0.0,1588916.45147,6803874.56471,0.0
1588916.45147,6803874.56471,0.0,1588933.66775,6803872.21410,4.4408920985e-16
1588933.66775,6803872.21410,4.4408920985e-16,1588932.60612,6803864.43854,4.4408920985e-16
1588932.60612,6803864.43854,4.4408920985e-16,1588927.62112,6803865.07854,0.0
1588927.62112,6803865.07854,0.0,1588927.47112,6803864.18854,4.4408920985e-16
1588927.47112,6803864.18854,4.4408920985e-16,1588927.14112,6803864.24854,0.0
1588927.14112,6803864.24854,0.0,1588927.18292,6803864.54829,0.0
1588927.18292,6803864.54829,0.0,1588920.63112,6803865.45854,-4.4408920985e-16
1588920.63112,6803865.45854,-4.4408920985e-16,1588920.56112,6803864.91854,4.4408920985e-16
1588920.56112,6803864.91854,4.4408920985e-16,1588920.15112,6803864.97854,4.4408920985e-16
1588920.15112,6803864.97854,4.4408920985e-16,1588920.35112,6803866.15854,4.4408920985e-16
1588920.35112,6803866.15854,4.4408920985e-16,1588915.39112,6803866.79854,0.0
1588898.60112,6803868.94854,-4.4408920985e-16,1588899.65112,6803876.85854,4.4408920985e-16
1588899.65112,6803876.85854,4.4408920985e-16,1588916.45147,6803874.56471,4.4408920985e-16
1588916.45147,6803874.56471,4.4408920985e-16,1588915.39112,6803866.79854,-4.4408920985e-16
1588915.39112,6803866.79854,-4.4408920985e-16,1588910.43112,6803867.43854,0.0
1588910.43112,6803867.43854,0.0,1588910.29112,6803866.54854,0.0
1588910.29112,6803866.54854,0.0,1588909.91112,6803866.56854,0.0
1588909.91112,6803866.56854,0.0,1588909.94112,6803866.83854,0.0
1588909.94112,6803866.83854,0.0,1588903.42112,6803867.66854,0.0
1588903.42112,6803867.66854,0.0,1588903.49112,6803868.23854,0.0
1588903.49112,6803868.23854,0.0,1588898.60112,6803868.94854,-4.4408920985e-16
1588916.34112,6803997.30854,4.4408920985e-16,1588921.33112,6803996.61854,4.4408920985e-16
1588921.33112,6803996.61854,4.4408920985e-16,1588920.59112,6803990.68854,0.0
1588920.59112,6803990.68854,0.0,1588926.86112,6803989.89854,0.0
1588926.86112,6803989.89854,0.0,1588927.55112,6803995.42854,4.4408920985e-16
1588927.55112,6803995.42854,4.4408920985e-16,1588932.80070,6803994.69262,0.0
1588932.80070,6803994.69262,0.0,1588931.79878,6803986.92237,0.0
1588931.79878,6803986.92237,0.0,1588915.25112,6803989.15854,4.4408920985e-16
1588915.25112,6803989.15854,4.4408920985e-16,1588916.34112,6803997.30854,4.4408920985e-16
1589065.52112,6803982.66854,4.4408920985e-16,1589059.14112,6803983.56854,4.4408920985e-16
1589059.14112,6803983.56854,4.4408920985e-16,1589059.24112,6803984.10854,0.0
1589059.24112,6803984.10854,0.0,1589053.85112,6803984.85354,-4.4408920985e-16
1589053.85112,6803984.85354,-4.4408920985e-16,1589054.94395,6803992.55585,0.0
1589054.94395,6803992.55585,0.0,1589071.69112,6803990.24854,4.4408920985e-16
1589071.69112,6803990.24854,4.4408920985e-16,1589070.71112,6803982.36854,0.0
1589070.71112,6803982.36854,0.0,1589065.60112,6803983.07854,4.4408920985e-16
1589065.60112,6803983.07854,4.4408920985e-16,1589065.52112,6803982.66854,4.4408920985e-16
1589054.94395,6803992.55585,4.4408920985e-16,1589053.85112,6803984.85354,-4.4408920985e-16
1589053.85112,6803984.85354,-4.4408920985e-16,1589048.46112,6803985.59854,4.4408920985e-16
1589048.46112,6803985.59854,4.4408920985e-16,1589048.40112,6803985.00854,4.4408920985e-16
1589048.40112,6803985.00854,4.4408920985e-16,1589041.92112,6803985.92854,4.4408920985e-16
1589041.92112,6803985.92854,4.4408920985e-16,1589042.03112,6803986.45854,0.0
1589042.03112,6803986.45854,0.0,1589036.74112,6803987.13354,-4.4408920985e-16
1589036.74112,6803987.13354,-4.4408920985e-16,1589037.81333,6803994.91599,4.4408920985e-16
1589037.81333,6803994.91599,4.4408920985e-16,1589054.94395,6803992.55585,4.4408920985e-16
1589031.39112,6803987.39854,4.4408920985e-16,1589024.86112,6803988.31854,4.4408920985e-16
1589024.86112,6803988.31854,4.4408920985e-16,1589024.96112,6803988.76854,0.0
1589024.96112,6803988.76854,0.0,1589019.73665,6803989.49118,4.4408920985e-16
1589019.73665,6803989.49118,4.4408920985e-16,1589020.78590,6803997.26191,0.0
1589020.78590,6803997.26191,0.0,1589037.81333,6803994.91599,0.0
1589037.81333,6803994.91599,0.0,1589036.74112,6803987.13354,0.0
1589036.74112,6803987.13354,0.0,1589031.45112,6803987.80854,4.4408920985e-16
1589031.45112,6803987.80854,4.4408920985e-16,1589031.39112,6803987.39854,4.4408920985e-16
1589014.16112,6803989.63854,4.4408920985e-16,1589007.81112,6803990.51854,4.4408920985e-16
1589007.81112,6803990.51854,4.4408920985e-16,1589007.92112,6803991.13854,-4.4408920985e-16
1589007.92112,6803991.13854,-4.4408920985e-16,1589002.60509,6803991.90570,0.0
1589002.60509,6803991.90570,0.0,1589003.66796,6803999.62030,0.0
1589003.66796,6803999.62030,0.0,1589020.78590,6803997.26191,-4.4408920985e-16
1589020.78590,6803997.26191,-4.4408920985e-16,1589019.73665,6803989.49118,0.0
1589019.73665,6803989.49118,0.0,1589014.26112,6803990.24854,4.4408920985e-16
1589014.26112,6803990.24854,4.4408920985e-16,1589014.16112,6803989.63854,4.4408920985e-16
1589003.66796,6803999.62030,4.4408920985e-16,1589002.60509,6803991.90570,0.0
1589002.60509,6803991.90570,0.0,1588997.11112,6803992.69854,0.0
1588997.11112,6803992.69854,0.0,1588997.04112,6803992.09854,4.4408920985e-16
1588997.04112,6803992.09854,4.4408920985e-16,1588990.51112,6803992.97854,4.4408920985e-16
1588990.51112,6803992.97854,4.4408920985e-16,1588990.62112,6803993.51854,0.0
1588990.62112,6803993.51854,0.0,1588985.22612,6803994.24354,0.0
1588985.22612,6803994.24354,0.0,1588986.29663,6804002.01360,0.0
1588986.29663,6804002.01360,0.0,1589003.66796,6803999.62030,4.4408920985e-16
1588979.79112,6803994.40854,4.4408920985e-16,1588973.35112,6803995.26854,4.4408920985e-16
1588973.35112,6803995.26854,4.4408920985e-16,1588973.44112,6803995.90854,0.0
1588973.44112,6803995.90854,0.0,1588968.22649,6803996.59251,0.0
1588968.22649,6803996.59251,0.0,1588969.24566,6804004.36277,0.0
1588969.24566,6804004.36277,0.0,1588986.29663,6804002.01360,0.0
1588986.29663,6804002.01360,0.0,1588985.22612,6803994.24354,0.0
1588985.22612,6803994.24354,0.0,1588979.83112,6803994.96854,4.4408920985e-16
1588979.83112,6803994.96854,4.4408920985e-16,1588979.79112,6803994.40854,4.4408920985e-16
1588969.24566,6804004.36277,4.4408920985e-16,1588968.22649,6803996.59251,0.0
1588968.22649,6803996.59251,0.0,1588962.69112,6803997.31854,0.0
1588962.69112,6803997.31854,0.0,1588962.61112,6803996.68854,4.4408920985e-16
1588962.61112,6803996.68854,4.4408920985e-16,1588956.13112,6803997.50854,4.4408920985e-16
1588956.13112,6803997.50854,4.4408920985e-16,1588956.26112,6803998.24854,0.0
1588956.26112,6803998.24854,0.0,1588950.90112,6803999.01354,0.0
1588950.90112,6803999.01354,0.0,1588951.96626,6804006.74353,4.4408920985e-16
1588951.96626,6804006.74353,4.4408920985e-16,1588969.24566,6804004.36277,4.4408920985e-16
1588945.42112,6803999.02854,4.4408920985e-16,1588939.00112,6803999.84854,4.4408920985e-16
1588939.00112,6803999.84854,4.4408920985e-16,1588939.13112,6804000.58854,4.4408920985e-16
1588939.13112,6804000.58854,4.4408920985e-16,1588933.66178,6804001.37061,0.0
1588933.66178,6804001.37061,0.0,1588934.66204,6804009.12794,0.0
1588934.66204,6804009.12794,0.0,1588951.96626,6804006.74353,0.0
1588951.96626,6804006.74353,0.0,1588950.90112,6803999.01354,4.4408920985e-16
1588950.90112,6803999.01354,4.4408920985e-16,1588945.54112,6803999.77854,0.0
1588945.54112,6803999.77854,0.0,1588945.42112,6803999.02854,4.4408920985e-16
1588917.11112,6804003.16854,4.4408920985e-16,1588918.11112,6804011.40854,0.0
1588918.11112,6804011.40854,0.0,1588934.66204,6804009.12794,0.0
1588934.66204,6804009.12794,0.0,1588933.66178,6804001.37061,4.4408920985e-16
1588933.66178,6804001.37061,4.4408920985e-16,1588928.43112,6804002.11854,-4.4408920985e-16
1588928.43112,6804002.11854,-4.4408920985e-16,1588928.33112,6804001.62854,0.0
1588928.33112,6804001.62854,0.0,1588922.06112,6804002.40854,4.4408920985e-16
1588922.06112,6804002.40854,4.4408920985e-16,1588917.11112,6804003.16854,4.4408920985e-16
1589024.86112,6803988.31854,0.0,1589031.39112,6803987.39854,0.0
1589031.39112,6803987.39854,0.0,1589030.55112,6803981.38854,0.0
1589030.55112,6803981.38854,0.0,1589029.79112,6803975.95854,4.4408920985e-16
1589029.79112,6803975.95854,4.4408920985e-16,1589023.26112,6803976.86854,4.4408920985e-16
1589023.26112,6803976.86854,4.4408920985e-16,1589024.00112,6803982.15854,0.0
1589024.00112,6803982.15854,0.0,1589024.86112,6803988.31854,0.0
1588939.00112,6803999.84854,-4.4408920985e-16,1588945.42112,6803999.02854,0.0
1588945.42112,6803999.02854,0.0,1588944.00112,6803987.85854,-4.4408920985e-16
1588944.00112,6803987.85854,-4.4408920985e-16,1588937.58112,6803988.66854,-4.4408920985e-16
1588937.58112,6803988.66854,-4.4408920985e-16,1588939.00112,6803999.84854,-4.4408920985e-16
1589064.69112,6803976.85854,4.4408920985e-16,1589069.85112,6803976.12854,4.4408920985e-16
1589069.85112,6803976.12854,4.4408920985e-16,1589068.83112,6803968.16854,0.0
1589068.83112,6803968.16854,0.0,1589051.89112,6803970.52354,0.0
1589051.89112,6803970.52354,0.0,1589052.97087,6803978.13865,0.0
1589052.97087,6803978.13865,0.0,1589058.26112,6803977.38854,-4.4408920985e-16
1589058.26112,6803977.38854,-4.4408920985e-16,1589057.52112,6803972.21854,-4.4408920985e-16
1589057.52112,6803972.21854,-4.4408920985e-16,1589063.90112,6803971.30854,0.0
1589063.90112,6803971.30854,0.0,1589064.69112,6803976.85854,4.4408920985e-16
1588931.79878,6803986.92237,-4.4408920985e-16,1588932.80070,6803994.69262,0.0
1588932.80070,6803994.69262,0.0,1588938.25112,6803993.92854,0.0
1588938.25112,6803993.92854,0.0,1588937.58112,6803988.66854,0.0
1588937.58112,6803988.66854,0.0,1588944.00112,6803987.85854,0.0
1588944.00112,6803987.85854,0.0,1588944.65112,6803992.99854,0.0
1588944.65112,6803992.99854,0.0,1588950.01112,6803992.26854,-4.4408920985e-16
1588950.01112,6803992.26854,-4.4408920985e-16,1588948.96703,6803984.60234,-4.4408920985e-16
1588948.96703,6803984.60234,-4.4408920985e-16,1588931.79878,6803986.92237,-4.4408920985e-16
1588966.13708,6803982.27048,-4.4408920985e-16,1588948.96703,6803984.60234,4.4408920985e-16
1588948.96703,6803984.60234,4.4408920985e-16,1588950.01112,6803992.26854,0.0
