point,x,y,z
point_626,1588920.625,6803881.5,0.6
point_627,1588920.125,6803879.0,0.6
point_628,1588919.75,6803875.5,0.6
point_629,1588938.0,6803984.0,0.6
point_630,1588937.5,6803981.0,0.6
point_631,1588937.125,6803978.0,0.6
point_632,1588936.75,6803975.5,0.6
point_633,1588936.25,6803972.0,0.6
point_634,1588935.75,6803969.0,0.6
point_635,1588935.375,6803966.0,0.6
point_636,1588935.0,6803963.5,0.6
point_637,1588934.5,6803960.0,0.6
point_638,1588934.125,6803957.0,0.6
point_639,1588933.75,6803954.0,0.6
point_640,1588933.25,6803951.5,0.6
point_641,1588932.75,6803948.0,0.6
point_642,1588932.5,6803945.0,0.6
point_643,1588932.0,6803942.0,0.6
point_644,1588931.5,6803939.0,0.6
point_645,1588931.125,6803936.0,0.6
point_646,1588930.75,6803933.0,0.6
point_647,1588930.25,6803929.5,0.6
point_648,1588929.875,6803927.0,0.6
point_649,1588929.5,6803923.5,0.6
point_650,1588929.125,6803921.0,0.6
point_651,1588928.625,6803917.5,0.6
point_652,1588928.25,6803915.0,0.6
point_653,1588927.75,6803911.5,0.6
point_654,1588927.25,6803909.0,0.6
point_655,1588927.0,6803905.5,0.6
point_656,1588926.5,6803903.0,0.6
point_657,1588926.125,6803899.5,0.6
point_658,1588925.625,6803897.0,0.6
point_659,1588925.25,6803893.5,0.6
point_660,1588924.75,6803890.0,0.6
point_661,1588924.25,6803887.5,0.6
point_662,1588924.0,6803884.0,0.6
point_663,1588923.5,6803881.0,0.6
point_664,1588923.125,6803878.0,0.6
point_665,1588922.625,6803875.5,0.6
point_666,1588941.0,6803984.0,0.6
point_667,1588940.5,6803981.0,0.6
point_668,1588940.125,6803978.0,0.6
point_669,1588939.625,6803975.0,0.6
point_670,1588939.25,6803971.5,0.6
point_671,1588938.75,6803969.0,0.6
point_672,1588938.375,6803965.5,0.6
point_673,1588938.0,6803963.0,0.6
point_674,1588937.5,6803959.5,0.6
point_675,1588937.125,6803957.0,0.6
point_676,1588936.75,6803953.5,0.6
point_677,1588936.25,6803951.0,0.6
point_678,1588935.75,6803947.5,0.6
point_679,1588935.5,6803945.0,0.6
point_680,1588935.0,6803941.5,0.6
point_681,1588934.5,6803939.0,0.6
point_682,1588934.125,6803935.5,0.6
point_683,1588933.75,6803933.0,0.6
point_684,1588933.25,6803929.5,0.6
point_685,1588932.75,6803926.0,0.6
point_686,1588932.5,6803923.5,0.6
point_687,1588932.0,6803920.0,0.6
point_688,1588931.5,6803917.0,0.6
point_689,1588931.125,6803914.0,0.6
point_690,1588930.75,6803911.5,0.6
point_691,1588930.25,6803908.0,0.6
point_692,1588929.75,6803905.0,0.6
point_693,1588929.5,6803902.0,0.6
point_694,1588929.0,6803899.5,0.6
point_695,1588928.5,6803896.0,0.6
point_696,1588928.125,6803893.0,0.6
point_697,1588927.75,6803890.0,0.6
point_698,1588927.25,6803887.0,0.6
point_699,1588926.75,6803884.0,0.6
point_700,1588926.5,6803881.0,0.6
point_701,1588926.125,6803877.5,0.6
point_702,1588925.625,6803875.0,0.6
point_703,1588944.0,6803983.5,0.6
point_704,1588943.5,6803981.0,0.6
point_705,1588943.125,6803977.5,0.6
point_706,1588942.625,6803975.0,0.6
point_707,1588942.25,6803971.5,0.6
point_708,1588941.75,6803969.0,0.6
point_709,1588941.375,6803965.0,0.6
point_710,1588941.0,6803962.0,0.6
point_711,1588940.5,6803959.5,0.6
point_712,1588940.125,6803956.0,0.6
point_713,1588939.625,6803953.0,0.6
point_714,1588939.25,6803950.0,0.6
point_715,1588938.75,6803947.5,0.6
point_716,1588938.25,6803944.0,0.6
point_717,1588938.0,6803941.0,0.6
point_718,1588937.5,6803938.0,0.6
point_719,1588937.125,6803935.5,0.6
point_720,1588936.625,6803932.0,0.6
point_721,1588936.25,6803929.0,0.6
point_722,1588935.75,6803926.0,0.6
point_723,1588935.25,6803923.0,0.6
point_724,1588935.0,6803920.0,0.6
point_725,1588934.5,6803917.0,0.6
point_726,1588934.125,6803913.5,0.6
point_727,1588933.625,6803911.0,0.6
point_728,1588933.25,6803907.5,0.6
point_729,1588932.75,6803905.0,0.6
point_730,1588932.25,6803901.5,0.6
point_731,1588932.0,6803899.0,0.6
point_732,1588931.5,6803895.5,0.6
point_733,1588931.125,6803893.0,0.6
point_734,1588930.625,6803889.5,0.6
point_735,1588930.25,6803887.0,0.6
point_736,1588929.75,6803883.5,0.6
point_737,1588929.25,6803881.0,0.6
point_738,1588929.0,6803877.5,0.6
point_739,1588928.5,6803874.0,0.6
point_740,1588947.0,6803983.5,0.6
point_741,1588946.5,6803980.0,0.6
point_742,1588946.125,6803977.0,0.6
point_743,1588945.625,6803974.0,0.6
point_744,1588945.25,6803971.5,0.6
point_745,1588944.75,6803968.0,0.6
point_746,1588944.25,6803965.0,0.6
point_747,1588944.0,6803962.0,0.6
point_748,1588943.5,6803959.0,0.6
point_749,1588943.125,6803956.0,0.6
point_750,1588942.625,6803953.0,0.6
point_751,1588942.25,6803949.5,0.6
point_752,1588941.75,6803947.0,0.6
point_753,1588941.25,6803943.5,0.6
point_754,1588941.0,6803941.0,0.6
point_755,1588940.5,6803937.5,0.6
point_756,1588940.125,6803935.0,0.6
point_757,1588939.625,6803931.5,0.6
point_758,1588939.25,6803929.0,0.6
point_759,1588938.75,6803925.5,0.6
point_760,1588938.25,6803923.0,0.6
point_761,1588938.0,6803919.5,0.6
point_762,1588937.5,6803917.0,0.6
point_763,1588937.125,6803913.5,0.6
point_764,1588936.625,6803910.0,0.6
point_765,1588936.125,6803907.5,0.6
point_766,1588935.75,6803904.0,0.6
point_767,1588935.25,6803901.0,0.6
point_768,1588934.75,6803898.0,0.6
point_769,1588934.5,6803895.5,0.6
point_770,1588934.125,6803892.0,0.6
point_771,1588933.625,6803889.0,0.6
point_772,1588933.125,6803886.0,0.6
point_773,1588932.75,6803883.5,0.6
point_774,1588932.25,6803880.0,0.6
point_775,1588931.75,6803877.0,0.6
point_776,1588931.5,6803874.0,0.6
point_777,1588950.0,6803983.0,0.6
point_778,1588949.5,6803979.5,0.6
point_779,1588949.125,6803977.0,0.6
point_780,1588948.625,6803973.5,0.6
point_781,1588948.25,6803971.0,0.6
point_782,1588947.75,6803967.5,0.6
point_783,1588947.25,6803965.0,0.6
point_784,1588947.0,6803961.5,0.6
point_785,1588946.5,6803959.0,0.6
point_786,1588946.125,6803955.5,0.6
point_787,1588945.625,6803953.0,0.6
point_788,1588945.25,6803949.5,0.6
point_789,1588944.75,6803946.0,0.6
point_790,1588944.25,6803943.5,0.6
point_791,1588943.875,6803940.0,0.6
point_792,1588943.5,6803937.0,0.6
point_793,1588943.0,6803934.0,0.6
point_794,1588942.5,6803931.5,0.6
point_795,1588942.125,6803928.0,0.6
point_796,1588941.75,6803925.0,0.6
point_797,1588941.25,6803922.0,0.6
point_798,1588940.75,6803919.5,0.6
point_799,1588940.5,6803916.0,0.6
point_800,1588940.0,6803913.0,0.6
point_801,1588939.5,6803910.0,0.6
point_802,1588939.125,6803907.5,0.6
point_803,1588938.625,6803904.0,0.6
point_804,1588938.25,6803901.0,0.6
point_805,1588937.75,6803898.0,0.6
point_806,1588937.5,6803895.0,0.6
point_807,1588937.0,6803891.5,0.6
point_808,1588936.5,6803889.0,0.6
point_809,1588936.125,6803885.5,0.6
point_810,1588935.625,6803883.0,0.6
point_811,1588935.25,6803879.5,0.6
point_812,1588934.75,6803877.0,0.6
point_813,1588934.25,6803873.5,0.6
point_814,1588953.0,6803982.0,0.6
point_815,1588952.5,6803979.5,0.6
point_816,1588952.125,6803976.0,0.6
point_817,1588951.625,6803973.0,0.6
point_818,1588951.25,6803970.0,0.6
point_819,1588950.75,6803967.5,0.6
point_820,1588950.25,6803964.0,0.6
point_821,1588949.875,6803961.0,0.6
point_822,1588949.5,6803958.0,0.6
point_823,1588949.0,6803955.5,0.6
point_824,1588948.5,6803952.0,0.6
point_825,1588948.125,6803949.0,0.6
point_826,1588947.75,6803946.0,0.6
point_827,1588947.25,6803943.0,0.6
point_828,1588946.75,6803940.0,0.6
point_829,1588946.5,6803937.0,0.6
point_830,1588946.0,6803933.5,0.6
point_831,1588945.5,6803931.0,0.6
point_832,1588945.125,6803927.5,0.6
point_833,1588944.625,6803925.0,0.6
point_834,1588944.25,6803921.5,0.6
point_835,1588943.75,6803919.0,0.6
point_836,1588943.25,6803915.5,0.6
point_837,1588943.0,6803913.0,0.6
point_838,1588942.5,6803909.5,0.6
point_839,1588942.125,6803907.0,0.6
point_840,1588941.625,6803903.5,0.6
point_841,1588941.25,6803901.0,0.6
point_842,1588940.75,6803897.5,0.6
point_843,1588940.25,6803894.0,0.6
point_844,1588940.0,6803891.5,0.6
point_845,1588939.5,6803888.0,0.6
point_846,1588939.125,6803885.0,0.6
point_847,1588938.625,6803882.0,0.6
point_848,1588938.125,6803879.5,0.6
point_849,1588937.75,6803876.0,0.6
point_850,1588937.25,6803873.0,0.6
point_851,1588956.0,6803982.0,0.6
point_852,1588955.5,6803979.0,0.6
point_853,1588955.125,6803976.0,0.6
point_854,1588954.625,6803973.0,0.6
point_855,1588954.25,6803969.5,0.6
point_856,1588953.75,6803967.0,0.6
point_857,1588953.25,6803963.5,0.6
point_858,1588952.875,6803961.0,0.6
point_859,1588952.5,6803957.5,0.6
point_860,1588952.0,6803955.0,0.6
point_861,1588951.5,6803951.5,0.6
point_862,1588951.125,6803949.0,0.6
point_863,1588950.75,6803945.5,0.6
point_864,1588950.25,6803943.0,0.6
point_865,1588949.75,6803939.5,0.6
point_866,1588949.375,6803937.0,0.6
point_867,1588949.0,6803933.5,0.6
point_868,1588948.5,6803930.0,0.6
point_869,1588948.125,6803927.5,0.6
point_870,1588947.625,6803924.0,0.6
point_871,1588947.25,6803921.0,0.6
point_872,1588946.75,6803918.0,0.6
point_873,1588946.25,6803915.5,0.6
point_874,1588945.875,6803912.0,0.6
point_875,1588945.5,6803909.0,0.6
point_876,1588945.0,6803906.0,0.6
point_877,1588944.5,6803903.5,0.6
point_878,1588944.125,6803900.0,0.6
point_879,1588943.75,6803897.0,0.6
point_880,1588943.25,6803894.0,0.6
point_881,1588942.75,6803891.5,0.6
point_882,1588942.5,6803888.0,0.6
point_883,1588942.0,6803885.0,0.6
point_884,1588941.5,6803882.0,0.6
point_885,1588941.125,6803879.0,0.6
point_886,1588940.625,6803876.0,0.6
point_887,1588940.25,6803873.0,0.6
point_888,1588959.0,6803981.5,0.6
point_889,1588958.5,6803979.0,0.6
point_890,1588958.125,6803975.5,0.6
point_891,1588957.625,6803973.0,0.6
point_892,1588957.25,6803969.5,0.6
point_893,1588956.75,6803966.0,0.6
point_894,1588956.25,6803963.5,0.6
point_895,1588955.75,6803960.0,0.6
point_896,1588955.5,6803957.0,0.6
point_897,1588955.0,6803954.0,0.6
point_898,1588954.5,6803951.5,0.6
point_899,1588954.125,6803948.0,0.6
point_900,1588953.625,6803945.0,0.6
point_901,1588953.25,6803942.0,0.6
point_902,1588952.75,6803939.5,0.6
point_903,1588952.25,6803936.0,0.6
point_904,1588952.0,6803933.0,0.6
point_905,1588951.5,6803930.0,0.6
point_906,1588951.125,6803927.5,0.6
point_907,1588950.625,6803924.0,0.6
point_908,1588950.125,6803921.0,0.6
point_909,1588949.75,6803918.0,0.6
point_910,1588949.25,6803915.0,0.6
point_911,1588948.75,6803911.5,0.6
point_912,1588948.5,6803909.0,0.6
point_913,1588948.0,6803905.5,0.6
point_914,1588947.5,6803903.0,0.6
point_915,1588947.125,6803899.5,0.6
point_916,1588946.625,6803897.0,0.6
point_917,1588946.25,6803893.5,0.6
point_918,1588945.75,6803891.0,0.6
point_919,1588945.25,6803887.5,0.6
point_920,1588944.75,6803885.0,0.6
point_921,1588944.5,6803881.5,0.6
point_922,1588944.125,6803879.0,0.6
point_923,1588943.625,6803875.5,0.6
point_924,1588943.125,6803873.0,0.6
point_925,1588962.0,6803981.0,0.6
point_926,1588961.5,6803978.0,0.6
point_927,1588961.125,6803975.5,0.6
point_928,1588960.625,6803972.0,0.6
point_929,1588960.125,6803969.0,0.6
point_930,1588959.75,6803966.0,0.6
point_931,1588959.25,6803963.0,0.6
point_932,1588958.75,6803960.0,0.6
point_933,1588958.375,6803957.0,0.6
point_934,1588958.0,6803953.5,0.6
point_935,1588957.5,6803951.0,0.6
point_936,1588957.125,6803947.5,0.6
point_937,1588956.625,6803945.0,0.6
point_938,1588956.25,6803941.5,0.6
point_939,1588955.75,6803939.0,0.6
point_940,1588955.25,6803935.5,0.6
point_941,1588954.875,6803933.0,0.6
point_942,1588954.5,6803929.5,0.6
point_943,1588954.0,6803927.0,0.6
point_944,1588953.5,6803923.5,0.6
point_945,1588953.125,6803921.0,0.6
point_946,1588952.625,6803917.5,0.6
point_947,1588952.25,6803915.0,0.6
point_948,1588951.75,6803911.5,0.6
point_949,1588951.25,6803909.0,0.6
point_950,1588951.0,6803905.0,0.6
point_951,1588950.5,6803902.0,0.6
point_952,1588950.125,6803899.5,0.6
point_953,1588949.625,6803896.0,0.6
point_954,1588949.125,6803893.0,0.6
point_955,1588948.75,6803890.0,0.6
point_956,1588948.25,6803887.5,0.6
point_957,1588947.75,6803884.0,0.6
point_958,1588947.25,6803881.0,0.6
point_959,1588947.0,6803878.0,0.6
point_960,1588946.5,6803875.5,0.6
point_961,1588946.125,6803872.0,0.6
point_962,1588965.0,6803981.0,0.6
point_963,1588964.5,6803977.5,0.6
point_964,1588964.125,6803975.0,0.6
point_965,1588963.625,6803971.5,0.6
point_966,1588963.125,6803969.0,0.6
point_967,1588962.75,6803965.5,0.6
point_968,1588962.25,6803963.0,0.6
point_969,1588961.75,6803959.5,0.6
point_970,1588961.375,6803957.0,0.6
point_971,1588961.0,6803953.5,0.6
point_972,1588960.5,6803950.0,0.6
point_973,1588960.125,6803947.5,0.6
point_974,1588959.625,6803944.0,0.6
point_975,1588959.125,6803941.0,0.6
point_976,1588958.75,6803938.0,0.6
point_977,1588958.25,6803935.5,0.6
point_978,1588957.75,6803932.0,0.6
point_979,1588957.375,6803929.0,0.6
point_980,1588957.0,6803926.0,0.6
point_981,1588956.5,6803923.5,0.6
point_982,1588956.125,6803920.0,0.6
point_983,1588955.625,6803917.0,0.6
point_984,1588955.125,6803914.0,0.6
point_985,1588954.75,6803911.5,0.6
point_986,1588954.25,6803908.0,0.6
point_987,1588953.75,6803905.0,0.6
point_988,1588953.5,6803902.0,0.6
point_989,1588953.0,6803899.0,0.6
point_990,1588952.5,6803896.0,0.6
point_991,1588952.125,6803893.0,0.6
point_992,1588951.625,6803889.5,0.6
point_993,1588951.125,6803887.0,0.6
point_994,1588950.75,6803883.5,0.6
point_995,1588950.25,6803881.0,0.6
point_996,1588949.75,6803877.5,0.6
point_997,1588949.5,6803875.0,0.6
point_998,1588949.0,6803871.5,0.6
point_999,1588968.0,6803980.0,0.6
point_1000,1588967.5,6803977.0,0.6
point_1001,1588967.0,6803974.0,0.6
point_1002,1588966.5,6803971.5,0.6
point_1003,1588966.125,6803968.0,0.6
point_1004,1588965.75,6803965.0,0.6
point_1005,1588965.25,6803962.0,0.6
point_1006,1588964.75,6803959.5,0.6
point_1007,1588964.375,6803956.0,0.6
point_1008,1588964.0,6803953.0,0.6
point_1009,1588963.5,6803950.0,0.6
point_1010,1588963.0,6803947.5,0.6
point_1011,1588962.5,6803944.0,0.6
point_1012,1588962.125,6803941.0,0.6
point_1013,1588961.75,6803938.0,0.6
point_1014,1588961.25,6803935.0,0.6
point_1015,1588960.75,6803931.5,0.6
point_1016,1588960.25,6803929.0,0.6
point_1017,1588960.0,6803925.5,0.6
point_1018,1588959.5,6803923.0,0.6
point_1019,1588959.0,6803919.5,0.6
point_1020,1588958.5,6803917.0,0.6
point_1021,1588958.125,6803913.5,0.6
point_1022,1588957.625,6803911.0,0.6
point_1023,1588957.25,6803907.5,0.6
point_1024,1588956.75,6803905.0,0.6
point_1025,1588956.25,6803901.5,0.6
point_1026,1588956.0,6803899.0,0.6
point_1027,1588955.5,6803895.5,0.6
point_1028,1588955.125,6803893.0,0.6
point_1029,1588954.625,6803889.5,0.6
point_1030,1588954.125,6803886.0,0.6
point_1031,1588953.625,6803883.5,0.6
point_1032,1588953.25,6803880.0,0.6
point_1033,1588952.75,6803877.0,0.6
point_1034,1588952.25,6803874.0,0.6
point_1035,1588952.0,6803871.5,0.6
point_1036,1588971.0,6803980.0,0.6
point_1037,1588970.5,6803977.0,0.6
point_1038,1588970.0,6803973.5,0.6
point_1039,1588969.5,6803971.0,0.6
point_1040,1588969.125,6803967.5,0.6
point_1041,1588968.75,6803965.0,0.6
point_1042,1588968.25,6803961.5,0.6
point_1043,1588967.75,6803959.0,0.6
point_1044,1588967.25,6803955.5,0.6
point_1045,1588966.875,6803953.0,0.6
point_1046,1588966.5,6803949.5,0.6
point_1047,1588966.0,6803947.0,0.6
point_1048,1588965.5,6803943.5,0.6
point_1049,1588965.125,6803941.0,0.6
point_1050,1588964.625,6803937.5,0.6
point_1051,1588964.25,6803934.0,0.6
point_1052,1588963.75,6803931.5,0.6
point_1053,1588963.25,6803929.0,0.6
point_1054,1588962.875,6803925.0,0.6
point_1055,1588962.5,6803922.0,0.6
point_1056,1588962.0,6803919.5,0.6
point_1057,1588961.5,6803916.0,0.6
point_1058,1588961.125,6803913.0,0.6
point_1059,1588960.625,6803910.0,0.6
point_1060,1588960.125,6803907.5,0.6
point_1061,1588959.75,6803904.0,0.6
point_1062,1588959.25,6803901.0,0.6
point_1063,1588958.75,6803898.0,0.6
point_1064,1588958.5,6803895.5,0.6
point_1065,1588958.0,6803892.0,0.6
point_1066,1588957.5,6803889.0,0.6
point_1067,1588957.125,6803886.0,0.6
point_1068,1588956.625,6803883.5,0.6
point_1069,1588956.125,6803880.0,0.6
point_1070,1588955.75,6803877.0,0.6
point_1071,1588955.25,6803874.0,0.6
point_1072,1588954.75,6803871.0,0.6
point_1073,1588973.875,6803979.5,0.6
point_1074,1588973.5,6803977.0,0.6
point_1075,1588973.0,6803973.5,0.6
point_1076,1588972.5,6803970.0,0.6
point_1077,1588972.125,6803967.5,0.6
point_1078,1588971.625,6803964.0,0.6
point_1079,1588971.25,6803961.0,0.6
point_1080,1588970.75,6803958.0,0.6
point_1081,1588970.25,6803955.5,0.6
point_1082,1588969.875,6803952.0,0.6
point_1083,1588969.5,6803949.0,0.6
point_1084,1588969.0,6803946.0,0.6
point_1085,1588968.5,6803943.5,0.6
point_1086,1588968.125,6803940.0,0.6
point_1087,1588967.625,6803937.0,0.6
point_1088,1588967.125,6803934.0,0.6
point_1089,1588966.75,6803931.5,0.6
point_1090,1588966.25,6803928.0,0.6
point_1091,1588965.75,6803925.0,0.6
point_1092,1588965.375,6803922.0,0.6
point_1093,1588965.0,6803919.0,0.6
point_1094,1588964.5,6803916.0,0.6
point_1095,1588964.125,6803913.0,0.6
point_1096,1588963.625,6803909.5,0.6
point_1097,1588963.125,6803907.0,0.6
point_1098,1588962.625,6803903.5,0.6
point_1099,1588962.25,6803901.0,0.6
point_1100,1588961.75,6803897.5,0.6
point_1101,1588961.25,6803895.0,0.6
point_1102,1588960.875,6803891.5,0.6
point_1103,1588960.5,6803889.0,0.6
point_1104,1588960.0,6803885.5,0.6
point_1105,1588959.5,6803883.0,0.6
point_1106,1588959.125,6803879.5,0.6
point_1107,1588958.625,6803877.0,0.6
point_1108,1588958.125,6803873.5,0.6
point_1109,1588957.75,6803870.0,0.6
point_1110,1588976.875,6803979.5,0.6
point_1111,1588976.5,6803976.0,0.6
point_1112,1588976.0,6803973.0,0.6
point_1113,1588975.5,6803970.0,0.6
point_1114,1588975.125,6803967.5,0.6
point_1115,1588974.625,6803964.0,0.6
point_1116,1588974.25,6803961.0,0.6
point_1117,1588973.75,6803958.0,0.6
point_1118,1588973.25,6803955.0,0.6
point_1119,1588972.75,6803951.5,0.6
point_1120,1588972.375,6803949.0,0.6
point_1121,1588972.0,6803945.5,0.6
point_1122,1588971.5,6803943.0,0.6
point_1123,1588971.125,6803939.5,0.6
point_1124,1588970.625,6803937.0,0.6
point_1125,1588970.125,6803933.5,0.6
point_1126,1588969.75,6803931.0,0.6
point_1127,1588969.25,6803927.5,0.6
point_1128,1588968.75,6803925.0,0.6
point_1129,1588968.25,6803921.5,0.6
point_1130,1588967.875,6803919.0,0.6
point_1131,1588967.5,6803915.5,0.6
point_1132,1588967.0,6803913.0,0.6
point_1133,1588966.5,6803909.5,0.6
point_1134,1588966.125,6803906.0,0.6
point_1135,1588965.625,6803903.5,0.6
point_1136,1588965.125,6803900.0,0.6
point_1137,1588964.75,6803897.0,0.6
point_1138,1588964.25,6803894.0,0.6
point_1139,1588963.75,6803891.5,0.6
point_1140,1588963.25,6803888.0,0.6
point_1141,1588963.0,6803885.0,0.6
point_1142,1588962.5,6803882.0,0.6
point_1143,1588962.125,6803879.5,0.6
point_1144,1588961.625,6803876.0,0.6
point_1145,1588961.125,6803873.0,0.6
point_1146,1588960.625,6803870.0,0.6
point_1147,1588979.875,6803979.0,0.6
point_1148,1588979.5,6803975.5,0.6
point_1149,1588979.0,6803973.0,0.6
point_1150,1588978.5,6803969.5,0.6
point_1151,1588978.125,6803967.0,0.6
point_1152,1588977.625,6803963.5,0.6
point_1153,1588977.25,6803961.0,0.6
point_1154,1588976.75,6803957.5,0.6
point_1155,1588976.25,6803954.0,0.6
point_1156,1588975.75,6803951.5,0.6
point_1157,1588975.375,6803948.0,0.6
point_1158,1588975.0,6803945.0,0.6
point_1159,1588974.5,6803942.0,0.6
point_1160,1588974.0,6803939.5,0.6
point_1161,1588973.5,6803936.0,0.6
point_1162,1588973.125,6803933.0,0.6
point_1163,1588972.625,6803930.0,0.6
point_1164,1588972.25,6803927.5,0.6
point_1165,1588971.75,6803924.0,0.6
point_1166,1588971.25,6803921.0,0.6
point_1167,1588970.75,6803918.0,0.6
point_1168,1588970.375,6803915.5,0.6
point_1169,1588970.0,6803912.0,0.6
point_1170,1588969.5,6803909.0,0.6
point_1171,1588969.125,6803906.0,0.6
point_1172,1588968.625,6803903.5,0.6
point_1173,1588968.125,6803900.0,0.6
point_1174,1588967.625,6803897.0,0.6
point_1175,1588967.25,6803894.0,0.6
point_1176,1588966.75,6803891.0,0.6
point_1177,1588966.25,6803887.5,0.6
point_1178,1588965.75,6803885.0,0.6
point_1179,1588965.5,6803881.5,0.6
point_1180,1588965.0,6803879.0,0.6
point_1181,1588964.5,6803875.5,0.6
point_1182,1588964.125,6803873.0,0.6
point_1183,1588963.625,6803869.5,0.6
point_1184,1588982.875,6803978.0,0.6
point_1185,1588982.5,6803975.5,0.6
point_1186,1588982.0,6803972.0,0.6
point_1187,1588981.5,6803969.0,0.6
point_1188,1588981.125,6803966.0,0.6
point_1189,1588980.625,6803963.5,0.6
point_1190,1588980.125,6803960.0,0.6
point_1191,1588979.75,6803957.0,0.6
point_1192,1588979.25,6803954.0,0.6
point_1193,1588978.75,6803951.5,0.6
point_1194,1588978.375,6803948.0,0.6
point_1195,1588977.875,6803945.0,0.6
point_1196,1588977.5,6803942.0,0.6
point_1197,1588977.0,6803939.0,0.6
point_1198,1588976.5,6803936.0,0.6
point_1199,1588976.125,6803933.0,0.6
point_1200,1588975.625,6803929.5,0.6
point_1201,1588975.125,6803927.0,0.6
point_1202,1588974.75,6803923.5,0.6
point_1203,1588974.25,6803921.0,0.6
point_1204,1588973.75,6803917.5,0.6
point_1205,1588973.25,6803915.0,0.6
point_1206,1588972.875,6803911.5,0.6
point_1207,1588972.5,6803909.0,0.6
point_1208,1588972.0,6803905.5,0.6
point_1209,1588971.5,6803903.0,0.6
point_1210,1588971.125,6803899.5,0.6
point_1211,1588970.625,6803897.0,0.6
point_1212,1588970.125,6803893.5,0.6
point_1213,1588969.75,6803890.0,0.6
point_1214,1588969.25,6803887.5,0.6
point_1215,1588968.75,6803885.0,0.6
point_1216,1588968.25,6803881.0,0.6
point_1217,1588967.875,6803878.0,0.6
point_1218,1588967.5,6803875.5,0.6
point_1219,1588967.0,6803872.0,0.6
point_1220,1588966.5,6803869.0,0.6
point_1221,1588985.875,6803977.5,0.6
point_1222,1588985.5,6803975.0,0.6
point_1223,1588985.0,6803971.5,0.6
point_1224,1588984.5,6803969.0,0.6
point_1225,1588984.125,6803965.5,0.6
point_1226,1588983.625,6803963.0,0.6
point_1227,1588983.125,6803959.5,0.6
point_1228,1588982.75,6803957.0,0.6
point_1229,1588982.25,6803953.5,0.6
point_1230,1588981.75,6803951.0,0.6
point_1231,1588981.25,6803947.5,0.6
point_1232,1588980.875,6803945.0,0.6
point_1233,1588980.5,6803941.5,0.6
point_1234,1588980.0,6803939.0,0.6
point_1235,1588979.5,6803935.5,0.6
point_1236,1588979.125,6803933.0,0.6
point_1237,1588978.625,6803929.5,0.6
point_1238,1588978.125,6803926.0,0.6
point_1239,1588977.625,6803923.5,0.6
