point,x,y,z
point_1240,1588977.25,6803920.0,0.6
point_1241,1588976.75,6803917.0,0.6
point_1242,1588976.25,6803914.0,0.6
point_1243,1588975.75,6803911.5,0.6
point_1244,1588975.375,6803908.0,0.6
point_1245,1588975.0,6803905.0,0.6
point_1246,1588974.5,6803902.0,0.6
point_1247,1588974.0,6803899.5,0.6
point_1248,1588973.5,6803896.0,0.6
point_1249,1588973.125,6803893.0,0.6
point_1250,1588972.625,6803890.0,0.6
point_1251,1588972.125,6803887.5,0.6
point_1252,1588971.75,6803884.0,0.6
point_1253,1588971.25,6803881.0,0.6
point_1254,1588970.75,6803878.0,0.6
point_1255,1588970.25,6803875.0,0.6
point_1256,1588970.0,6803872.0,0.6
point_1257,1588969.5,6803869.0,0.6
point_1258,1588988.875,6803977.5,0.6
point_1259,1588988.5,6803974.0,0.6
point_1260,1588988.0,6803971.5,0.6
point_1261,1588987.5,6803968.0,0.6
point_1262,1588987.125,6803965.0,0.6
point_1263,1588986.625,6803962.0,0.6
point_1264,1588986.125,6803959.5,0.6
point_1265,1588985.75,6803956.0,0.6
point_1266,1588985.25,6803953.0,0.6
point_1267,1588984.75,6803950.0,0.6
point_1268,1588984.25,6803947.5,0.6
point_1269,1588983.75,6803944.0,0.6
point_1270,1588983.375,6803941.0,0.6
point_1271,1588983.0,6803938.0,0.6
point_1272,1588982.5,6803935.5,0.6
point_1273,1588982.0,6803932.0,0.6
point_1274,1588981.5,6803929.0,0.6
point_1275,1588981.125,6803926.0,0.6
point_1276,1588980.625,6803923.0,0.6
point_1277,1588980.125,6803920.0,0.6
point_1278,1588979.75,6803917.0,0.6
point_1279,1588979.25,6803914.0,0.6
point_1280,1588978.75,6803911.0,0.6
point_1281,1588978.25,6803907.5,0.6
point_1282,1588977.875,6803905.0,0.6
point_1283,1588977.5,6803901.5,0.6
point_1284,1588977.0,6803899.0,0.6
point_1285,1588976.5,6803895.5,0.6
point_1286,1588976.125,6803893.0,0.6
point_1287,1588975.625,6803889.5,0.6
point_1288,1588975.125,6803887.0,0.6
point_1289,1588974.625,6803883.5,0.6
point_1290,1588974.125,6803881.0,0.6
point_1291,1588973.75,6803877.5,0.6
point_1292,1588973.25,6803875.0,0.6
point_1293,1588972.75,6803871.5,0.6
point_1294,1588972.25,6803869.0,0.6
point_1295,1588991.875,6803977.0,0.6
point_1296,1588991.5,6803974.0,0.6
point_1297,1588991.0,6803971.5,0.6
point_1298,1588990.5,6803968.0,0.6
point_1299,1588990.125,6803965.0,0.6
point_1300,1588989.625,6803962.0,0.6
point_1301,1588989.125,6803959.0,0.6
point_1302,1588988.625,6803955.5,0.6
point_1303,1588988.25,6803953.0,0.6
point_1304,1588987.75,6803949.5,0.6
point_1305,1588987.25,6803947.0,0.6
point_1306,1588986.75,6803943.5,0.6
point_1307,1588986.375,6803941.0,0.6
point_1308,1588985.875,6803937.5,0.6
point_1309,1588985.5,6803935.0,0.6
point_1310,1588985.0,6803931.5,0.6
point_1311,1588984.5,6803929.0,0.6
point_1312,1588984.125,6803925.5,0.6
point_1313,1588983.625,6803923.0,0.6
point_1314,1588983.125,6803919.5,0.6
point_1315,1588982.625,6803917.0,0.6
point_1316,1588982.25,6803913.5,0.6
point_1317,1588981.75,6803910.0,0.6
point_1318,1588981.25,6803907.5,0.6
point_1319,1588980.75,6803904.0,0.6
point_1320,1588980.25,6803901.0,0.6
point_1321,1588980.0,6803898.0,0.6
point_1322,1588979.5,6803895.5,0.6
point_1323,1588979.0,6803892.0,0.6
point_1324,1588978.5,6803889.0,0.6
point_1325,1588978.125,6803886.0,0.6
point_1326,1588977.625,6803883.5,0.6
point_1327,1588977.125,6803880.0,0.6
point_1328,1588976.625,6803877.0,0.6
point_1329,1588976.125,6803874.0,0.6
point_1330,1588975.75,6803871.5,0.6
point_1331,1588975.25,6803868.0,0.6
point_1332,1588994.875,6803977.0,0.6
point_1333,1588994.5,6803973.5,0.6
point_1334,1588994.0,6803971.0,0.6
point_1335,1588993.5,6803967.5,0.6
point_1336,1588993.125,6803965.0,0.6
point_1337,1588992.625,6803961.5,0.6
point_1338,1588992.125,6803958.0,0.6
point_1339,1588991.625,6803955.5,0.6
point_1340,1588991.25,6803953.0,0.6
point_1341,1588990.75,6803949.0,0.6
point_1342,1588990.25,6803946.0,0.6
point_1343,1588989.75,6803943.5,0.6
point_1344,1588989.25,6803940.0,0.6
point_1345,1588988.875,6803937.0,0.6
point_1346,1588988.375,6803934.0,0.6
point_1347,1588988.0,6803931.5,0.6
point_1348,1588987.5,6803928.0,0.6
point_1349,1588987.0,6803925.0,0.6
point_1350,1588986.5,6803922.0,0.6
point_1351,1588986.125,6803919.5,0.6
point_1352,1588985.625,6803916.0,0.6
point_1353,1588985.125,6803913.0,0.6
point_1354,1588984.75,6803910.0,0.6
point_1355,1588984.25,6803907.5,0.6
point_1356,1588983.75,6803904.0,0.6
point_1357,1588983.25,6803901.0,0.6
point_1358,1588982.75,6803898.0,0.6
point_1359,1588982.375,6803895.0,0.6
point_1360,1588982.0,6803892.0,0.6
point_1361,1588981.5,6803889.0,0.6
point_1362,1588981.0,6803885.5,0.6
point_1363,1588980.5,6803883.0,0.6
point_1364,1588980.125,6803879.5,0.6
point_1365,1588979.625,6803877.0,0.6
point_1366,1588979.125,6803873.5,0.6
point_1367,1588978.625,6803871.0,0.6
point_1368,1588978.125,6803867.5,0.6
point_1369,1588997.875,6803976.0,0.6
point_1370,1588997.5,6803973.0,0.6
point_1371,1588997.0,6803970.0,0.6
point_1372,1588996.5,6803967.5,0.6
point_1373,1588996.0,6803964.0,0.6
point_1374,1588995.5,6803961.0,0.6
point_1375,1588995.125,6803958.0,0.6
point_1376,1588994.625,6803955.5,0.6
point_1377,1588994.125,6803952.0,0.6
point_1378,1588993.75,6803949.0,0.6
point_1379,1588993.25,6803946.0,0.6
point_1380,1588992.75,6803943.0,0.6
point_1381,1588992.25,6803940.0,0.6
point_1382,1588991.75,6803937.0,0.6
point_1383,1588991.375,6803933.5,0.6
point_1384,1588990.875,6803931.0,0.6
point_1385,1588990.5,6803927.5,0.6
point_1386,1588990.0,6803925.0,0.6
point_1387,1588989.5,6803921.5,0.6
point_1388,1588989.125,6803919.0,0.6
point_1389,1588988.625,6803915.5,0.6
point_1390,1588988.125,6803913.0,0.6
point_1391,1588987.625,6803909.5,0.6
point_1392,1588987.125,6803907.0,0.6
point_1393,1588986.75,6803903.5,0.6
point_1394,1588986.25,6803901.0,0.6
point_1395,1588985.75,6803897.5,0.6
point_1396,1588985.25,6803895.0,0.6
point_1397,1588984.75,6803891.5,0.6
point_1398,1588984.375,6803889.0,0.6
point_1399,1588984.0,6803885.5,0.6
point_1400,1588983.5,6803882.0,0.6
point_1401,1588983.0,6803879.5,0.6
point_1402,1588982.5,6803876.0,0.6
point_1403,1588982.125,6803873.0,0.6
point_1404,1588981.625,6803870.0,0.6
point_1405,1588981.125,6803867.5,0.6
point_1406,1589000.875,6803975.5,0.6
point_1407,1589000.5,6803973.0,0.6
point_1408,1589000.0,6803969.5,0.6
point_1409,1588999.5,6803967.0,0.6
point_1410,1588999.0,6803963.5,0.6
point_1411,1588998.5,6803961.0,0.6
point_1412,1588998.125,6803957.5,0.6
point_1413,1588997.625,6803955.0,0.6
point_1414,1588997.125,6803951.5,0.6
point_1415,1588996.625,6803949.0,0.6
point_1416,1588996.25,6803945.5,0.6
point_1417,1588995.75,6803943.0,0.6
point_1418,1588995.25,6803939.5,0.6
point_1419,1588994.75,6803937.0,0.6
point_1420,1588994.25,6803933.5,0.6
point_1421,1588993.875,6803930.0,0.6
point_1422,1588993.375,6803927.5,0.6
point_1423,1588993.0,6803924.0,0.6
point_1424,1588992.5,6803921.0,0.6
point_1425,1588992.0,6803918.0,0.6
point_1426,1588991.5,6803915.5,0.6
point_1427,1588991.125,6803912.0,0.6
point_1428,1588990.625,6803909.0,0.6
point_1429,1588990.125,6803906.0,0.6
point_1430,1588989.625,6803903.5,0.6
point_1431,1588989.125,6803900.0,0.6
point_1432,1588988.75,6803897.0,0.6
point_1433,1588988.25,6803894.0,0.6
point_1434,1588987.75,6803891.5,0.6
point_1435,1588987.25,6803888.0,0.6
point_1436,1588986.75,6803885.0,0.6
point_1437,1588986.375,6803882.0,0.6
point_1438,1588986.0,6803879.5,0.6
point_1439,1588985.5,6803876.0,0.6
point_1440,1588985.0,6803873.0,0.6
point_1441,1588984.5,6803870.0,0.6
point_1442,1588984.125,6803867.0,0.6
point_1443,1589003.875,6803975.5,0.6
point_1444,1589003.375,6803972.0,0.6
point_1445,1589003.0,6803969.0,0.6
point_1446,1589002.5,6803966.0,0.6
point_1447,1589002.0,6803963.5,0.6
point_1448,1589001.5,6803960.0,0.6
point_1449,1589001.125,6803957.0,0.6
point_1450,1589000.625,6803954.0,0.6
point_1451,1589000.125,6803951.5,0.6
point_1452,1588999.625,6803948.0,0.6
point_1453,1588999.25,6803945.0,0.6
point_1454,1588998.75,6803942.0,0.6
point_1455,1588998.25,6803939.5,0.6
point_1456,1588997.75,6803936.0,0.6
point_1457,1588997.25,6803933.0,0.6
point_1458,1588996.75,6803930.0,0.6
point_1459,1588996.375,6803927.5,0.6
point_1460,1588995.875,6803924.0,0.6
point_1461,1588995.5,6803921.0,0.6
point_1462,1588995.0,6803918.0,0.6
point_1463,1588994.5,6803915.0,0.6
point_1464,1588994.0,6803911.5,0.6
point_1465,1588993.5,6803909.0,0.6
point_1466,1588993.125,6803905.5,0.6
point_1467,1588992.625,6803903.0,0.6
point_1468,1588992.125,6803899.5,0.6
point_1469,1588991.625,6803897.0,0.6
point_1470,1588991.125,6803893.5,0.6
point_1471,1588990.75,6803891.0,0.6
point_1472,1588990.25,6803887.5,0.6
point_1473,1588989.75,6803885.0,0.6
point_1474,1588989.25,6803881.5,0.6
point_1475,1588988.75,6803879.0,0.6
point_1476,1588988.375,6803875.5,0.6
point_1477,1588988.0,6803873.0,0.6
point_1478,1588987.5,6803869.5,0.6
point_1479,1588987.0,6803867.0,0.6
point_1480,1589006.875,6803975.5,0.6
point_1481,1589006.375,6803972.0,0.6
point_1482,1589006.0,6803969.0,0.6
point_1483,1589005.5,6803966.0,0.6
point_1484,1589005.0,6803963.0,0.6
point_1485,1589004.5,6803959.5,0.6
point_1486,1589004.125,6803957.0,0.6
point_1487,1589003.625,6803953.5,0.6
point_1488,1589003.125,6803951.0,0.6
point_1489,1589002.625,6803947.5,0.6
point_1490,1589002.125,6803945.0,0.6
point_1491,1589001.75,6803941.5,0.6
point_1492,1589001.25,6803939.0,0.6
point_1493,1589000.75,6803935.5,0.6
point_1494,1589000.25,6803933.0,0.6
point_1495,1588999.75,6803929.5,0.6
point_1496,1588999.25,6803927.0,0.6
point_1497,1588998.875,6803923.5,0.6
point_1498,1588998.375,6803921.0,0.6
point_1499,1588998.0,6803917.5,0.6
point_1500,1588997.5,6803915.0,0.6
point_1501,1588997.0,6803911.5,0.6
point_1502,1588996.5,6803909.0,0.6
point_1503,1588996.125,6803905.5,0.6
point_1504,1588995.625,6803902.0,0.6
point_1505,1588995.125,6803899.5,0.6
point_1506,1588994.625,6803896.0,0.6
point_1507,1588994.125,6803893.0,0.6
point_1508,1588993.625,6803890.0,0.6
point_1509,1588993.125,6803887.5,0.6
point_1510,1588992.75,6803884.0,0.6
point_1511,1588992.25,6803881.0,0.6
point_1512,1588991.75,6803878.0,0.6
point_1513,1588991.25,6803875.5,0.6
point_1514,1588990.75,6803872.0,0.6
point_1515,1588990.25,6803869.0,0.6
point_1516,1588990.0,6803866.0,0.6
point_1517,1589009.875,6803975.0,0.6
point_1518,1589009.375,6803971.5,0.6
point_1519,1589009.0,6803969.0,0.6
point_1520,1589008.5,6803965.5,0.6
point_1521,1589008.0,6803963.0,0.6
point_1522,1589007.5,6803959.5,0.6
point_1523,1589007.0,6803957.0,0.6
point_1524,1589006.5,6803953.5,0.6
point_1525,1589006.125,6803950.0,0.6
point_1526,1589005.625,6803947.5,0.6
point_1527,1589005.125,6803944.0,0.6
point_1528,1589004.625,6803941.0,0.6
point_1529,1589004.25,6803938.0,0.6
point_1530,1589003.75,6803935.5,0.6
point_1531,1589003.25,6803932.0,0.6
point_1532,1589002.75,6803929.0,0.6
point_1533,1589002.25,6803926.0,0.6
point_1534,1589001.75,6803923.5,0.6
point_1535,1589001.375,6803920.0,0.6
point_1536,1589000.875,6803917.0,0.6
point_1537,1589000.375,6803914.0,0.6
point_1538,1589000.0,6803911.5,0.6
point_1539,1588999.5,6803908.0,0.6
point_1540,1588999.0,6803905.0,0.6
point_1541,1588998.5,6803902.0,0.6
point_1542,1588998.125,6803899.0,0.6
point_1543,1588997.625,6803896.0,0.6
point_1544,1588997.125,6803893.0,0.6
point_1545,1588996.625,6803890.0,0.6
point_1546,1588996.125,6803887.0,0.6
point_1547,1588995.625,6803883.5,0.6
point_1548,1588995.125,6803881.0,0.6
point_1549,1588994.75,6803877.5,0.6
point_1550,1588994.25,6803875.0,0.6
point_1551,1588993.75,6803871.5,0.6
point_1552,1588993.25,6803869.0,0.6
point_1553,1588992.75,6803865.5,0.6
point_1554,1589012.875,6803974.0,0.6
point_1555,1589012.375,6803971.5,0.6
point_1556,1589012.0,6803968.0,0.6
point_1557,1589011.5,6803965.0,0.6
point_1558,1589011.0,6803962.0,0.6
point_1559,1589010.5,6803959.5,0.6
point_1560,1589010.0,6803956.0,0.6
point_1561,1589009.5,6803953.0,0.6
point_1562,1589009.125,6803950.0,0.6
point_1563,1589008.625,6803947.0,0.6
point_1564,1589008.125,6803944.0,0.6
point_1565,1589007.625,6803941.0,0.6
point_1566,1589007.125,6803938.0,0.6
point_1567,1589006.75,6803935.0,0.6
point_1568,1589006.25,6803931.5,0.6
point_1569,1589005.75,6803929.0,0.6
point_1570,1589005.25,6803925.5,0.6
point_1571,1589004.75,6803923.0,0.6
point_1572,1589004.25,6803919.5,0.6
point_1573,1589003.75,6803917.0,0.6
point_1574,1589003.375,6803913.5,0.6
point_1575,1589002.875,6803911.0,0.6
point_1576,1589002.5,6803907.5,0.6
point_1577,1589002.0,6803905.0,0.6
point_1578,1589001.5,6803901.5,0.6
point_1579,1589001.0,6803899.0,0.6
point_1580,1589000.5,6803895.5,0.6
point_1581,1589000.0,6803893.0,0.6
point_1582,1588999.5,6803889.5,0.6
point_1583,1588999.125,6803886.0,0.6
point_1584,1588998.625,6803883.5,0.6
point_1585,1588998.125,6803881.0,0.6
point_1586,1588997.625,6803877.0,0.6
point_1587,1588997.125,6803874.0,0.6
point_1588,1588996.75,6803871.5,0.6
point_1589,1588996.125,6803868.0,0.6
point_1590,1588995.75,6803865.0,0.6
point_1591,1589015.875,6803973.5,0.6
point_1592,1589015.375,6803971.0,0.6
point_1593,1589014.875,6803967.5,0.6
point_1594,1589014.5,6803965.0,0.6
point_1595,1589014.0,6803961.5,0.6
point_1596,1589013.5,6803959.0,0.6
point_1597,1589013.0,6803955.5,0.6
point_1598,1589012.5,6803953.0,0.6
point_1599,1589012.125,6803949.5,0.6
point_1600,1589011.625,6803947.0,0.6
point_1601,1589011.125,6803943.5,0.6
point_1602,1589010.625,6803941.0,0.6
point_1603,1589010.125,6803937.5,0.6
point_1604,1589009.625,6803934.0,0.6
point_1605,1589009.125,6803931.5,0.6
point_1606,1589008.75,6803928.0,0.6
point_1607,1589008.25,6803925.0,0.6
point_1608,1589007.75,6803922.0,0.6
point_1609,1589007.25,6803919.5,0.6
point_1610,1589006.75,6803916.0,0.6
point_1611,1589006.25,6803913.0,0.6
point_1612,1589005.75,6803910.0,0.6
point_1613,1589005.375,6803907.5,0.6
point_1614,1589004.875,6803904.0,0.6
point_1615,1589004.375,6803901.0,0.6
point_1616,1589004.0,6803898.0,0.6
point_1617,1589003.5,6803895.5,0.6
point_1618,1589003.0,6803892.0,0.6
point_1619,1589002.5,6803889.0,0.6
point_1620,1589002.0,6803886.0,0.6
point_1621,1589001.5,6803883.5,0.6
point_1622,1589001.125,6803880.0,0.6
point_1623,1589000.625,6803877.0,0.6
point_1624,1589000.125,6803874.0,0.6
point_1625,1588999.625,6803871.0,0.6
point_1626,1588999.125,6803868.0,0.6
point_1627,1588998.625,6803865.0,0.6
point_1628,1589018.875,6803973.0,0.6
point_1629,1589018.375,6803970.0,0.6
point_1630,1589017.875,6803967.5,0.6
point_1631,1589017.5,6803964.0,0.6
point_1632,1589017.0,6803961.0,0.6
point_1633,1589016.5,6803958.0,0.6
point_1634,1589016.0,6803955.5,0.6
point_1635,1589015.5,6803952.0,0.6
point_1636,1589015.0,6803949.0,0.6
point_1637,1589014.5,6803946.0,0.6
point_1638,1589014.125,6803943.5,0.6
point_1639,1589013.625,6803940.0,0.6
point_1640,1589013.125,6803937.0,0.6
point_1641,1589012.625,6803934.0,0.6
point_1642,1589012.125,6803931.5,0.6
point_1643,1589011.625,6803928.0,0.6
point_1644,1589011.125,6803925.0,0.6
point_1645,1589010.75,6803922.0,0.6
point_1646,1589010.25,6803919.0,0.6
point_1647,1589009.75,6803916.0,0.6
point_1648,1589009.25,6803913.0,0.6
point_1649,1589008.75,6803909.5,0.6
point_1650,1589008.25,6803907.0,0.6
point_1651,1589007.75,6803903.5,0.6
point_1652,1589007.25,6803901.0,0.6
point_1653,1589006.875,6803897.5,0.6
point_1654,1589006.375,6803895.0,0.6
point_1655,1589006.0,6803891.5,0.6
point_1656,1589005.5,6803889.0,0.6
point_1657,1589005.0,6803885.5,0.6
point_1658,1589004.5,6803883.0,0.6
point_1659,1589004.0,6803879.5,0.6
point_1660,1589003.5,6803877.0,0.6
point_1661,1589003.125,6803873.5,0.6
point_1662,1589002.625,6803871.0,0.6
point_1663,1589002.125,6803867.5,0.6
point_1664,1589001.625,6803865.0,0.6
point_1665,1589021.875,6803973.0,0.6
point_1666,1589021.375,6803970.0,0.6
point_1667,1589020.875,6803967.0,0.6
point_1668,1589020.5,6803963.5,0.6
point_1669,1589020.0,6803961.0,0.6
point_1670,1589019.5,6803957.5,0.6
point_1671,1589019.0,6803955.0,0.6
point_1672,1589018.5,6803951.5,0.6
point_1673,1589018.0,6803949.0,0.6
point_1674,1589017.5,6803945.5,0.6
point_1675,1589017.125,6803943.0,0.6
point_1676,1589016.625,6803939.5,0.6
point_1677,1589016.125,6803937.0,0.6
point_1678,1589015.625,6803933.5,0.6
point_1679,1589015.125,6803931.0,0.6
point_1680,1589014.625,6803927.5,0.6
point_1681,1589014.125,6803925.0,0.6
point_1682,1589013.625,6803921.5,0.6
point_1683,1589013.125,6803919.0,0.6
point_1684,1589012.75,6803915.5,0.6
point_1685,1589012.25,6803913.0,0.6
point_1686,1589011.75,6803909.5,0.6
point_1687,1589011.25,6803906.0,0.6
point_1688,1589010.75,6803903.5,0.6
point_1689,1589010.25,6803900.0,0.6
point_1690,1589009.75,6803897.0,0.6
point_1691,1589009.25,6803894.0,0.6
point_1692,1589008.75,6803891.5,0.6
point_1693,1589008.375,6803888.0,0.6
point_1694,1589007.875,6803885.0,0.6
point_1695,1589007.5,6803882.0,0.6
point_1696,1589007.0,6803879.5,0.6
point_1697,1589006.5,6803876.0,0.6
point_1698,1589006.0,6803873.0,0.6
point_1699,1589005.5,6803870.0,0.6
point_1700,1589005.0,6803867.5,0.6
point_1701,1589004.5,6803864.0,0.6
point_1702,1589024.875,6803973.0,0.6
point_1703,1589024.375,6803969.5,0.6
point_1704,1589023.875,6803967.0,0.6
point_1705,1589023.375,6803963.5,0.6
point_1706,1589023.0,6803961.0,0.6
point_1707,1589022.5,6803957.5,0.6
point_1708,1589022.0,6803954.0,0.6
point_1709,1589021.5,6803951.5,0.6
point_1710,1589021.0,6803948.0,0.6
point_1711,1589020.5,6803945.0,0.6
point_1712,1589020.0,6803942.0,0.6
point_1713,1589019.5,6803939.5,0.6
point_1714,1589019.125,6803936.0,0.6
point_1715,1589018.625,6803933.0,0.6
point_1716,1589018.125,6803930.0,0.6
point_1717,1589017.625,6803927.5,0.6
point_1718,1589017.125,6803924.0,0.6
point_1719,1589016.625,6803921.0,0.6
point_1720,1589016.125,6803918.0,0.6
point_1721,1589015.625,6803915.5,0.6
point_1722,1589015.125,6803912.0,0.6
point_1723,1589014.75,6803909.0,0.6
point_1724,1589014.25,6803906.0,0.6
point_1725,1589013.75,6803903.5,0.6
point_1726,1589013.25,6803900.0,0.6
point_1727,1589012.75,6803897.0,0.6
point_1728,1589012.25,6803894.0,0.6
point_1729,1589011.75,6803891.0,0.6
point_1730,1589011.25,6803888.0,0.6
point_1731,1589010.75,6803885.0,0.6
point_1732,1589010.25,6803881.5,0.6
point_1733,1589009.75,6803879.0,0.6
point_1734,1589009.375,6803875.5,0.6
point_1735,1589008.875,6803873.0,0.6
point_1736,1589008.5,6803869.5,0.6
point_1737,1589008.0,6803867.0,0.6
point_1738,1589007.5,6803863.5,0.6
point_1739,1589027.875,6803972.0,0.6
point_1740,1589027.375,6803969.0,0.6
point_1741,1589026.875,6803966.0,0.6
point_1742,1589026.375,6803963.5,0.6
point_1743,1589025.875,6803960.0,0.6
point_1744,1589025.5,6803957.0,0.6
point_1745,1589025.0,6803954.0,0.6
point_1746,1589024.5,6803951.0,0.6
point_1747,1589024.0,6803948.0,0.6
point_1748,1589023.5,6803945.0,0.6
point_1749,1589023.0,6803942.0,0.6
point_1750,1589022.5,6803939.0,0.6
point_1751,1589022.0,6803935.5,0.6
point_1752,1589021.5,6803933.0,0.6
point_1753,1589021.125,6803929.5,0.6
point_1754,1589020.625,6803927.0,0.6
point_1755,1589020.125,6803923.5,0.6
point_1756,1589019.625,6803921.0,0.6
point_1757,1589019.125,6803917.5,0.6
point_1758,1589018.625,6803915.0,0.6
point_1759,1589018.125,6803911.5,0.6
point_1760,1589017.625,6803909.0,0.6
point_1761,1589017.125,6803905.5,0.6
point_1762,1589016.75,6803903.0,0.6
point_1763,1589016.125,6803899.5,0.6
point_1764,1589015.75,6803897.0,0.6
point_1765,1589015.25,6803893.5,0.6
point_1766,1589014.75,6803891.0,0.6
point_1767,1589014.25,6803887.5,0.6
point_1768,1589013.75,6803885.0,0.6
point_1769,1589013.25,6803881.5,0.6
point_1770,1589012.75,6803878.0,0.6
point_1771,1589012.25,6803875.5,0.6
point_1772,1589011.75,6803872.0,0.6
point_1773,1589011.25,6803869.0,0.6
point_1774,1589010.75,6803866.0,0.6
point_1775,1589010.25,6803863.5,0.6
point_1776,1589030.875,6803971.5,0.6
point_1777,1589030.375,6803969.0,0.6
point_1778,1589029.875,6803965.5,0.6
point_1779,1589029.375,6803963.0,0.6
point_1780,1589028.875,6803959.5,0.6
point_1781,1589028.375,6803957.0,0.6
point_1782,1589028.0,6803953.5,0.6
point_1783,1589027.5,6803951.0,0.6
point_1784,1589027.0,6803947.5,0.6
point_1785,1589026.5,6803945.0,0.6
point_1786,1589026.0,6803941.5,0.6
point_1787,1589025.5,6803938.0,0.6
point_1788,1589025.0,6803935.5,0.6
point_1789,1589024.5,6803933.0,0.6
point_1790,1589024.0,6803929.0,0.6
point_1791,1589023.5,6803926.0,0.6
point_1792,1589023.125,6803923.5,0.6
point_1793,1589022.625,6803920.0,0.6
point_1794,1589022.125,6803917.0,0.6
point_1795,1589021.625,6803914.0,0.6
point_1796,1589021.125,6803911.5,0.6
point_1797,1589020.625,6803908.0,0.6
point_1798,1589020.125,6803905.0,0.6
point_1799,1589019.625,6803902.0,0.6
point_1800,1589019.125,6803899.5,0.6
point_1801,1589018.625,6803896.0,0.6
point_1802,1589018.125,6803893.0,0.6
point_1803,1589017.75,6803890.0,0.6
point_1804,1589017.125,6803887.5,0.6
point_1805,1589016.75,6803884.0,0.6
point_1806,1589016.125,6803881.0,0.6
point_1807,1589015.75,6803878.0,0.6
point_1808,1589015.25,6803875.5,0.6
point_1809,1589014.75,6803872.0,0.6
point_1810,1589014.25,6803869.0,0.6
point_1811,1589013.75,6803866.0,0.6
point_1812,1589013.25,6803863.0,0.6
point_1813,1589033.875,6803971.5,0.6
point_1814,1589033.375,6803968.0,0.6
point_1815,1589032.875,6803965.0,0.6
point_1816,1589032.375,6803962.0,0.6
point_1817,1589031.875,6803959.5,0.6
point_1818,1589031.375,6803956.0,0.6
point_1819,1589030.875,6803953.0,0.6
point_1820,1589030.5,6803950.0,0.6
point_1821,1589030.0,6803947.5,0.6
point_1822,1589029.5,6803944.0,0.6
point_1823,1589029.0,6803941.0,0.6
point_1824,1589028.5,6803938.0,0.6
point_1825,1589028.0,6803935.5,0.6
point_1826,1589027.5,6803932.0,0.6
point_1827,1589027.0,6803929.0,0.6
point_1828,1589026.5,6803926.0,0.6
point_1829,1589026.0,6803923.0,0.6
point_1830,1589025.5,6803920.0,0.6
point_1831,1589025.0,6803917.0,0.6
point_1832,1589024.5,6803914.0,0.6
point_1833,1589024.125,6803911.0,0.6
point_1834,1589023.625,6803907.5,0.6
point_1835,1589023.125,6803905.0,0.6
point_1836,1589022.625,6803901.5,0.6
point_1837,1589022.125,6803899.0,0.6
point_1838,1589021.625,6803895.5,0.6
point_1839,1589021.125,6803893.0,0.6
point_1840,1589020.625,6803889.5,0.6
point_1841,1589020.125,6803887.0,0.6
